,question,answer
4026,Who said that?,At the end of the bar.
4027,"Your name wouldn't happen to be Porter, would it?","Uh, Matthew..."
4028,"Uh, Matthew...","Back off, George."
4029,"Back off, George.",But I-- .
4030,But I-- .,I'll handle it.
4031,Screw you.,Screw me?  That can't be right.
4032,Tell me.,Your mother mates out of season.
4034,"Matthew, you don't have to-- .",Stay back!  I'm okay.
4035,You know that guy?,"From quarantine, when my people first arrived here.  He and I were housed together."
4036,"From quarantine, when my people first arrived here.  He and I were housed together.",How could a straight-arrow like you ever pick a roommate like him?
4040,Which one is that?  Raw what?,This is mole.  It's good.
4041,This is mole.  It's good.,I'll bet.  Would it really put you out if they tossed that on the grill for a minute or two?
4042,I'll bet.  Would it really put you out if they tossed that on the grill for a minute or two?,Our bodies do not assimilate the nutrients if the food has been cooked.
4043,So what was that other word for Human... Slow ka?,Ss'loka'.  It means literally "small but intelligent creature".  It loses much in the translation.
4044,Ss'loka'.  It means literally "small but intelligent creature".  It loses much in the translation.,And what was that one about my mother?  That was a good one.
4045,And what was that one about my mother?  That was a good one.,Ss'trokya ss'lato 'na'.
4046,Ss'trokya ss'lato 'na'.,"Yeah, that's it.  Say it slow."
4047,Who is he?,Todd Watson.  The assistant manager.
4048,"We were chasing you because you ran, you dumb son-of-a-bitch.",When will Strader return?
4050,"So, she keeps you on a pretty short leash, does she?",My wife?  She worries about me.
4051,Yeah... I know the routine.,You are married?
4052,You are married?,Was.  Divorced.
4053,Was.  Divorced.,We mate for life.  Divorce... is a strange concept to us.
4055,Your home is quite disordered.  I thought perhaps you had been burglarized when I walked in.,"I appreciate your honesty, George."
4059,Your health...,Ta ss'trakyona'...
4060,There is so much our two peoples don't understand about each other.,"No shit, Holmes.  You're only from another goddamn planet, for chrissakes."
4063,I'm going home.,"Yeah, go home.  Get some sleep.  You do sleep, don't you?"
4064,Where'd you get this?!!,"A man, a human, was wiring it to your car.  I didn't get a good look at him.  I must call my wife..."
4065,She's going to divorce me.,"George, she's not gonna divorce you. You mate for life, remember?"
4066,"George, she's not gonna divorce you. You mate for life, remember?",She's very progressive.  I'm certain she's considering it.
4067,"Well, let's roll, George.",To the... to the beach?
4068,To the... to the beach?,"Come on, let's go, dude.  Surf's up!"
4071,"Please, I must get out here.","Come on, you won't have to get near the water."
4072,"Come on, you won't have to get near the water.",Stop the car!
4073,"It's all right, George.  It's cool. Just wait here, all right?  I'll be back in a coupla minutes.",Thank you.
4074,What was that about?,Nothing.
4081,... It is called ss'jabroka'.  To us it is a potent narcotic.,How potent?
4084,We?  You've taken it?,We all did.
4085,We all did.,Where did he get it?  Was there any of it on the ship?
4089,"George... look me in the eye... George, you don't ever lie to me again.","I must trust you, Matthew.  I cannot stop this without you."
4091,"Okay, George -- we gotta play this real smart.","If the drug is here, we must destroy it."
4093,"Uh, George...",Where is the drug?  Where have they taken it?
4096,"The fifty kilos, Matthew.  I have to find it.  I can't let it get out on the street.",Why?  What's the big goddamn deal?
4100,"What's this about, George?  I know that look.",There!  Go back.  Down that side street.
4101,No!  We must do this alone.,Do what?!  George-- ?!
4102,What is this?!,... It's Harcourt.
4103,... It's Harcourt.,Harcourt is dead.
4106,"I never thought I'd say this, but -- for once in my life I think I'm willing to wait for back-up.",We can't let him get away.
4107,We can't let him get away.,Why the hell are you so dead set against back-up?
4108,Why the hell are you so dead set against back-up?,Because... because of what will happen if humans see what we are capable of becoming.
4109,Because... because of what will happen if humans see what we are capable of becoming.,But there's no more drug.
4110,But there's no more drug.,You understand that.  But how many others will?
4111,How do I look?,You look very good.
4112,"You said you wanted the biggest thing I could find... Well, this is it.",What is it?
4113,What is it?,Casull .454 Magnum.  You're talking twice the impact energy of .44 Magnum hot loads.
4114,Casull .454 Magnum.  You're talking twice the impact energy of .44 Magnum hot loads.,Only holds five.
4115,Only holds five.,"Yeah, the shells are too big for six in an cylinder.  Hell, Matt, you don't need but one."
4116,"Yeah, the shells are too big for six in an cylinder.  Hell, Matt, you don't need but one.",No... two.
4118,You think this is the guy who did it?,"We think he could'a been involved, yeah.  You know him?"
4119,"We think he could'a been involved, yeah.  You know him?","To be honest, it's hard to say.  I hate to admit it but -- they all still kinda look alike to me."
4120,"To be honest, it's hard to say.  I hate to admit it but -- they all still kinda look alike to me.",Who else can I ask around here?
4123,That where Anderson worked?,Yes it is.  Thirty-five percent pure Methane gas in there.  I don't know how these fellas do it.
4126,"Try Joshua Strader, will ya, darlin'?","For you, anything."
4128,Yeah -- we met him.  Wonderful boy... close personal friend of George's here.,"I'm sorry, Matt.  Nothing here seems to be matching up..."
4129,Can you dig up their Quarantine records in this thing?,Sure.  Just a minute.
4130,"Jesus, are the questions too tough for you already?  Let's try again--  Is your name Porter?",Ss'kya'ta'.
4131,Ss'kya'ta'.,What's that?
4134,"Yeah, I heard of it.","That's all I know.  You want anything more, you ask somebody else."
4135,You know I've been over all this with Fedorchuk and Alterez this morning...,"Come on.  You got nothin' better to do, cushy county job like yours."
4141,"Lucky for you, you got him in both of his... well, what we loosely refer to as... hearts.",Lucky nothing.  I had to empty my damn gun into him.
4142,Lucky nothing.  I had to empty my damn gun into him.,That's the way these people are. You don't hit both pumps you just piss them off.
4144,You guys finished the postmortem on Strader yet?,You mean the Blob?  They're finishing up now.
4145,What kind of test?,Looking for some foreign compound in the blood of that alien you dropped the other day.
4146,Looking for some foreign compound in the blood of that alien you dropped the other day.,Did he find anything?
4147,"Yeah, Sykes?",Captain.  I'd like to volunteer for duty with the new detective.
4157,"Goddammit, Tug -- I want to see Kristin get married, okay?  But--",But you're bummed because your ex and her new husband are paying for the whole thing.
4159,Does that look at all suspicious to you?,Whatever gave you that idea?
4160,You got your vest?,Of course.  Right in the trunk of the car.
4161,Of course.  Right in the trunk of the car.,"Yeah, that's comforting.  Mine, too."
4162,Watch the driver.  I'm going for a better angle on the door.,I got him.  Don't get pinned.
4163,Get outta there!,I can't!  Do you mind!
4164,I can't!  Do you mind!,I'll cover you!  Get outta there!!
4165,This floor's freezing.,"Christ.  I never saw such a buncha old women.  You want me to fetch your slippers, Hudson?"
4166,"Christ.  I never saw such a buncha old women.  You want me to fetch your slippers, Hudson?","Would you, Sir?"
4167,Whoooah!  No shit?  I'm impressed.,Let's go...let's go.  Cycle through!
4168,"Hey, 'Top.'  What's the op?",Rescue mission.  There's some juicy colonists' daughters we gotta rescue from virginity.
4169,Movement!,Position?
4170,Position?,Can't lock up...
4171,Can't lock up...,"Talk to me, Hudson."
4172,"Talk to me, Hudson.","Uh, seems to be in front and behind."
4173,...that's better.  Pan it around a bit.,Awright.  Fire-team A.  Gear up. Let's move.  Two minutes. Somebody wake up Hicks.
4174,"Okay, let's do it.",Awright!  I want a nice clean dispersal this time.
4176,"First squad up, on line.  Hicks, get yours in a cordon.  Watch the rear.","Vasquez, take point.  Let's move."
4177,Flame-units only.  I want rifles slung.,Let's go.  Pull 'em out.
4180,"Which would mean lots of those parasites, right?  One for each person...over a hundred at least.",Yes.  That follows.
4181,Yes.  That follows.,But these things come from eggs...so where are all the eggs coming from.
4187,That's it.  See it?  Emergency venting.,How long until it blows?
4189,And it's too late to shut it down?,"I'm afraid so.  The crash did too much damage.  The overload is inevitable, at this point."
4193,It's going to be closer.  You better get going.,See you soon.
4194,HOW MUCH TIME?,PLENTY!  TWENTY-SIX MINUTES!
4195,PLENTY!  TWENTY-SIX MINUTES!,WE'RE NOT LEAVING!
4196,Ripley...,She's alive.  They brought her here and you know it.
4197,She's alive.  They brought her here and you know it.,In seventeen minutes this place will be a cloud of vapor the size of Nebraska.
4198,"You did okay, Bishop.","Well, thanks, I --"
4200,Have they located my daughter yet?,"Well, I was going to wait until after the inquest..."
4205,I get the picture.,Just tell them what happened.  The important thing is to stay cool and unemotional.
4206,"You had them eating out of your hand, kiddo.",They had their minds made up before I even went in there. They think I'm a head case.
4207,They had their minds made up before I even went in there. They think I'm a head case.,You are a head case.  Have a donut.
4208,No.  There's no way!,Hear me out...
